Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname
Ascot Vale,119 Roseberry St,h,SP,Maddison,4/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,10 Fenton St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,10 McCully St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,120 Epsom Rd,h,S,Brad,7/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,47 Hurtle St,h,S,Nelson,7/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,63 Kent St,h,PI,Nelson,7/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,4 The Parade,h,SP,Raine,7/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1/17 Epsom Rd,u,S,Brad,7/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,41 Monash St,h,S,Nelson,8/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,2/78 Ormond Rd,h,S,Jellis,8/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,83 Roseberry St,h,S,Raine,8/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,51 Francis St,h,PI,Nelson,10/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,33 Dalgety Dr,h,S,Walshe,10/12/2016,Moonee Valley,Western Metropolitan
Ascot Vale,12 Mirams St,h,SP,Raine,10/12/2016,Moonee Valley,Western Metropolitan
Ascot Vale,2 The Parade,h,S,Nelson,10/12/2016,Moonee Valley,Western Metropolitan
Ascot Vale,78 The Parade,h,S,Nelson,11/02/2017,Moonee Valley,Western Metropolitan
Ascot Vale,11 Ascot St,h,S,Woodards,11/03/2017,Moonee Valley,Western Metropolitan
Ascot Vale,24/54 Epsom Rd,u,VB,Nelson,12/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,2 Farncomb St,h,S,Jellis,12/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,26 Newsom St,h,PI,Brad,12/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,8 Pentland St,h,S,Nelson,12/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,8/129 The Parade,u,S,Alexkarbon,12/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,52 Monash St,h,PI,Jellis,13/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,58 Fenton St,h,S,Nelson,14/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,70 Munro St,h,S,Brad,14/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,125 Epsom Rd,h,VB,Nelson,15/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,33 Hockey La,h,S,Nelson,15/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,3/28 Ormond Rd,u,S,Biggin,15/10/2016,Moonee Valley,Western Metropolitan
Ascot Vale,7 Angler Pde,h,S,Raine,16/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,26 Ayr St,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,2/127 Epsom Rd,u,SP,Brad,16/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,57 The Parade,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,62 Mirams St,h,SP,Brad,16/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,67 Hurtle St,h,SP,Brad,17/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,95 Walter St,h,S,Raine,17/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,15 Bayview Tce,h,S,Brad,18/03/2017,Moonee Valley,Western Metropolitan
Ascot Vale,57 Monash St,h,S,Brad,18/03/2017,Moonee Valley,Western Metropolitan
Ascot Vale,54 South St,h,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan
Ascot Vale,3/8 Walter St,t,SP,Nelson,18/03/2017,Moonee Valley,Western Metropolitan
Ascot Vale,2/225 Maribyrnong Rd,t,S,Brad,18/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,12/9 Milton St,u,S,Alexkarbon,18/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,107/8 Burrowes St,u,S,Jellis,19/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,21A Geddes St,h,S,Alexkarbon,19/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1/20 Newsom St,t,S,Jellis,19/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,4/27 Roseberry St,u,S,McDonald,19/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,126 The Parade,h,S,Brad,19/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,43 Bloomfield Rd,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,6/17 Geddes St,u,VB,Nelson,22/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1/60 The Parade,u,S,Brad,22/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,45 Bloomfield Rd,h,S,Brad,23/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,21 Middle St,h,S,Nelson,23/04/2016,Moonee Valley,Western Metropolitan
Ascot Vale,78 Francis St,h,S,Brad,24/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,25 Geddes St,h,PI,Nelson,24/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,106/246 Union Rd,u,PI,Weda,24/09/2016,Moonee Valley,Western Metropolitan
Ascot Vale,18/54 Epsom Rd,u,PI,Jellis,25/02/2017,Moonee Valley,Western Metropolitan
Ascot Vale,15 Mirams St,h,S,Jellis,25/02/2017,Moonee Valley,Western Metropolitan
Ascot Vale,44 Walter St,h,S,Barry,25/02/2017,Moonee Valley,Western Metropolitan
Ascot Vale,25 Dalgety Dr,h,S,Jellis,26/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,7 Dalgety Dr,h,S,Nelson,26/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,37 Epsom Rd,h,SP,Frank,26/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,6 Waller Ct,h,S,Brad,26/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,17 Ascot St,h,PI,Nelson,27/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,73 Kent St,h,PI,Nelson,27/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,9/129 The Parade,u,S,Hodges,27/06/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1 East St,t,S,Nelson,27/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,32 Geddes St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,30 Mirams St,h,PI,Jellis,27/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,43 Mirams St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,45 Mirams St,h,PI,Nelson,27/11/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1 Bloomfield Rd,h,S,Barry,28/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,26 Milton St,h,S,Nelson,28/05/2016,Moonee Valley,Western Metropolitan
Ascot Vale,10 Ayr St,h,S,Alexkarbon,28/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,58 Bloomfield Rd,h,S,Stockdale,28/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,1/91 Epsom Rd,u,S,Nelson,28/08/2016,Moonee Valley,Western Metropolitan
Ascot Vale,5 Doncaster St,h,S,Jellis,30/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,6 McCully St,h,S,Nelson,30/07/2016,Moonee Valley,Western Metropolitan
Ascot Vale,75 Munro St,h,S,Barry,30/07/2016,Moonee Valley,Western Metropolitan
Ashburton,61 Dent St,h,S,Marshall,3/09/2016,Boroondara,Southern Metropolitan
Ashburton,69 Albion Rd,h,S,Jellis,3/12/2016,Boroondara,Southern Metropolitan
Ashburton,1/17 Ashburn Gr,t,S,Buxton,3/12/2016,Boroondara,Southern Metropolitan
Ashburton,3/39 Solway St,t,S,Fletchers,3/12/2016,Boroondara,Southern Metropolitan
Ashburton,101/218 High St,u,VB,Fletchers,4/03/2017,Boroondara,Southern Metropolitan
Ashburton,51 Victory Bvd,h,S,Jellis,4/03/2017,Boroondara,Southern Metropolitan
Ashburton,3 Dunlop St,h,S,Jellis,4/06/2016,Boroondara,Southern Metropolitan
Ashburton,16a Nicholas St,h,PI,Marshall,8/10/2016,Boroondara,Southern Metropolitan
Ashburton,5 Nicholas St,h,S,Buxton,8/10/2016,Boroondara,Southern Metropolitan
Ashburton,115 Ashburn Gr,h,S,hockingstuart,10/09/2016,Boroondara,Southern Metropolitan
Ashburton,33 Eleanor St,h,SP,Marshall,10/09/2016,Boroondara,Southern Metropolitan
Ashburton,1/1 Nairn St,h,S,Jellis,10/09/2016,Boroondara,Southern Metropolitan
Ashburton,9 Gona Ct,h,S,hockingstuart,10/12/2016,Boroondara,Southern Metropolitan
Ashburton,45 Yuile St,h,S,Jellis,10/12/2016,Boroondara,Southern Metropolitan
Ashburton,47 Yuile St,h,VB,Marshall,12/11/2016,Boroondara,Southern Metropolitan
Ashburton,6a Glen Rd,h,S,Jellis,14/05/2016,Boroondara,Southern Metropolitan
Ashburton,18 Glen Rd,h,S,Jellis,15/10/2016,Boroondara,Southern Metropolitan
Ashburton,95 Nicholas St,h,S,Jellis,16/04/2016,Boroondara,Southern Metropolitan
Ashburton,29A Yuile St,h,S,Jellis,18/03/2017,Boroondara,Southern Metropolitan
Ashburton,3/75 Victory Bvd,t,S,Jellis,18/06/2016,Boroondara,Southern Metropolitan
Ashburton,2/17 Ashburn Gr,t,S,Jellis,19/11/2016,Boroondara,Southern Metropolitan
Ashburton,4 Baker Pde,h,S,hockingstuart,22/05/2016,Boroondara,Southern Metropolitan
Ashburton,15 Comas Gr,h,S,Jellis,22/08/2016,Boroondara,Southern Metropolitan
Ashburton,3 Mustang Ct,h,VB,Jellis,22/08/2016,Boroondara,Southern Metropolitan
Ashburton,63 Dent St,h,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Ashburton,4 Vears Rd,h,S,Jellis,25/02/2017,Boroondara,Southern Metropolitan
Ashburton,14 Lucerne St,h,S,Buxton,27/06/2016,Boroondara,Southern Metropolitan
Ashburton,5 Pitt St,h,PI,Jellis,27/06/2016,Boroondara,Southern Metropolitan
Ashburton,1/65 Ashburn Gr,t,VB,Noel,27/11/2016,Boroondara,Southern Metropolitan
Ashburton,12 Meaden St,h,S,Buxton,27/11/2016,Boroondara,Southern Metropolitan
Ashburton,48 Nicholas St,h,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan
Ashburton,5 Taylor St,h,S,Jellis,27/11/2016,Boroondara,Southern Metropolitan
Ashburton,1/7 Y St,t,S,Marshall,27/11/2016,Boroondara,Southern Metropolitan
Ashburton,33 Highgate Gr,h,PI,hockingstuart,28/05/2016,Boroondara,Southern Metropolitan
Ashburton,9 Pitt St,h,S,Tim,28/05/2016,Boroondara,Southern Metropolitan
Ashburton,9 Ward St,h,S,Fletchers,28/05/2016,Boroondara,Southern Metropolitan
Ashburton,159 Ashburn Gr,h,PI,Marshall,28/08/2016,Boroondara,Southern Metropolitan
Ashburton,19 Poulter St,h,S,Marshall,28/08/2016,Boroondara,Southern Metropolitan
Ashwood,18 Teck St,h,S,Tim,3/09/2016,Monash,Southern Metropolitan
Ashwood,28 Raymond St,h,S,Woodards,3/12/2016,Monash,Southern Metropolitan
Ashwood,31a Douglas St,u,S,Tim,4/03/2017,Monash,Southern Metropolitan
Ashwood,1/53 Winbirra Pde,h,SP,Purplebricks,4/03/2017,Monash,Southern Metropolitan
Ashwood,18 Montrose St,h,VB,Jellis,4/06/2016,Monash,Southern Metropolitan
Ashwood,4 Scenic Dr,h,S,Fletchers,6/08/2016,Monash,Southern Metropolitan
Ashwood,8 Rocklands Rd,h,S,Tim,7/05/2016,Monash,Southern Metropolitan
Ashwood,1/7 Farmer St,t,S,hockingstuart,7/11/2016,Monash,Southern Metropolitan
Ashwood,1/136 High Street Rd,h,PI,Fletchers,7/11/2016,Monash,Southern Metropolitan
Ashwood,10 Maroondah Rd,h,SP,Buxton,8/10/2016,Monash,Southern Metropolitan
Ashwood,4 Peppermint Ct,h,S,Buxton,8/10/2016,Monash,Southern Metropolitan
Ashwood,35 Douglas St,h,S,Fletchers,10/09/2016,Monash,Southern Metropolitan
Ashwood,95 Huntingdale Rd,h,VB,Tim,10/12/2016,Monash,Southern Metropolitan
Ashwood,8 Maroondah Rd,h,S,Buxton,13/08/2016,Monash,Southern Metropolitan
Ashwood,1/7 Murra Ct,u,S,Ray,14/05/2016,Monash,Southern Metropolitan
Ashwood,58 Ashwood Dr,h,S,Jellis,15/10/2016,Monash,Southern Metropolitan
Ashwood,3 Harold St,h,S,Buxton,15/10/2016,Monash,Southern Metropolitan
Ashwood,9 Katta Ct,h,S,Harcourts,16/07/2016,Monash,Southern Metropolitan
Ashwood,16 Scenic Dr,h,S,Buxton,17/09/2016,Monash,Southern Metropolitan
Ashwood,4/36 Queens Pde,u,S,Noel,18/03/2017,Monash,Southern Metropolitan
Ashwood,4/24 Mulgrave St,u,S,Woodards,18/06/2016,Monash,Southern Metropolitan
Ashwood,147 Huntingdale Rd,h,S,Buxton,19/11/2016,Monash,Southern Metropolitan
Ashwood,17 Parkhill Dr,h,S,Tim,19/11/2016,Monash,Southern Metropolitan
Ashwood,2/6 Murra Ct,u,S,hockingstuart,22/08/2016,Monash,Southern Metropolitan
Ashwood,12 Leonard St,h,S,Buxton,24/09/2016,Monash,Southern Metropolitan
Ashwood,4 Teck St,h,S,Fletchers,24/09/2016,Monash,Southern Metropolitan
Ashwood,14 Ashwood Dr,h,S,Jellis,25/02/2017,Monash,Southern Metropolitan
Ashwood,1/2 Condah Ct,h,S,Noel,25/02/2017,Monash,Southern Metropolitan
Ashwood,1/16 Raymond St,t,S,Jellis,27/11/2016,Monash,Southern Metropolitan
Ashwood,4 Newbury Ct,h,VB,Buxton,28/05/2016,Monash,Southern Metropolitan
Ashwood,2/53 Salisbury Rd,t,S,Barry,28/08/2016,Monash,Southern Metropolitan
Avondale Heights,8 Norma Ct,h,S,Moonee,3/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,9 Rogerson St,h,SP,Moonee,3/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,157 Canning St,t,S,Nelson,3/12/2016,Moonee Valley,Western Metropolitan
Avondale Heights,105 Canning St,h,S,Nelson,4/03/2017,Moonee Valley,Western Metropolitan
Avondale Heights,36 Wood St,h,S,Moonee,4/03/2017,Moonee Valley,Western Metropolitan
Avondale Heights,2 Arbor Tce,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan
Avondale Heights,3 Karen Ct,h,VB,Nelson,4/06/2016,Moonee Valley,Western Metropolitan
Avondale Heights,6 Lovett Dr,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan
Avondale Heights,12 Skewes St,h,S,Nelson,4/06/2016,Moonee Valley,Western Metropolitan
Avondale Heights,68 Thompson St,h,S,Nelson,6/08/2016,Moonee Valley,Western Metropolitan
Avondale Heights,14 Lovett Dr,h,S,Moonee,7/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,31 Duke St,h,S,Barry,8/10/2016,Moonee Valley,Western Metropolitan
Avondale Heights,97 Military Rd,h,SP,Moonee,8/10/2016,Moonee Valley,Western Metropolitan
Avondale Heights,21 River Dr,t,S,Moonee,8/10/2016,Moonee Valley,Western Metropolitan
Avondale Heights,3 Clive Ct,h,S,Moonee,10/12/2016,Moonee Valley,Western Metropolitan
Avondale Heights,22 Warrick Ct,h,PI,Nelson,10/12/2016,Moonee Valley,Western Metropolitan
Avondale Heights,2/6 Nelson Ct,t,S,Barry,11/02/2017,Moonee Valley,Western Metropolitan
Avondale Heights,7 Monmouth St,h,SP,Moonee,15/10/2016,Moonee Valley,Western Metropolitan
Avondale Heights,15 River Dr,h,SP,Moonee,15/10/2016,Moonee Valley,Western Metropolitan
Avondale Heights,16a Arbor Tce,u,S,Brad,16/04/2016,Moonee Valley,Western Metropolitan
Avondale Heights,40a Herbert St,h,S,Nelson,16/04/2016,Moonee Valley,Western Metropolitan
Avondale Heights,185 Military Rd,h,SP,Moonee,16/07/2016,Moonee Valley,Western Metropolitan
Avondale Heights,33 Wood St,h,S,Nelson,16/07/2016,Moonee Valley,Western Metropolitan
Avondale Heights,14 Herbert St,h,SA,Barry,17/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,2/10 Military Rd,u,S,Nelson,18/03/2017,Moonee Valley,Western Metropolitan
Avondale Heights,9 Willow Dr,h,S,Moonee,18/03/2017,Moonee Valley,Western Metropolitan
Avondale Heights,8 Westminster Dr,h,SP,Moonee,18/06/2016,Moonee Valley,Western Metropolitan
Avondale Heights,8 Herbert St,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,2 Hillman Ct,h,VB,Brad,22/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,20 Westminster Dr,h,S,Nelson,22/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,8 Moffat St,h,S,HAR,23/04/2016,Moonee Valley,Western Metropolitan
Avondale Heights,1/24 Bordeaux St,h,S,Nelson,24/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,72 Military Rd,h,PI,Nelson,24/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,1/5 South Tce,u,S,Nelson,24/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,1/4 Weyburn Pl,t,SP,Moonee,24/09/2016,Moonee Valley,Western Metropolitan
Avondale Heights,19 Clarendon St,h,S,Jas,25/02/2017,Moonee Valley,Western Metropolitan
Avondale Heights,2 Drake Ct,h,S,Edward,25/02/2017,Moonee Valley,Western Metropolitan
Avondale Heights,11 South Tce,h,SP,Moonee,25/02/2017,Moonee Valley,Western Metropolitan
Avondale Heights,61 Doyle St,h,SP,Moonee,26/07/2016,Moonee Valley,Western Metropolitan
Avondale Heights,109 North Rd,h,S,Nelson,26/07/2016,Moonee Valley,Western Metropolitan
Avondale Heights,2/4 Carmyle Ct,u,PI,Barry,27/11/2016,Moonee Valley,Western Metropolitan
Avondale Heights,10 Intervale Dr,h,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan
Avondale Heights,328 Milleara Rd,h,S,Barry,27/11/2016,Moonee Valley,Western Metropolitan
Avondale Heights,10 Skewes St,h,S,Nelson,27/11/2016,Moonee Valley,Western Metropolitan
Avondale Heights,62 Skewes St,h,S,Moonee,27/11/2016,Moonee Valley,Western Metropolitan
Avondale Heights,49 Rogerson St,h,S,Barry,28/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,43 Skewes St,h,S,Nelson,28/05/2016,Moonee Valley,Western Metropolitan
Avondale Heights,63 Doyle St,h,SP,Moonee,28/08/2016,Moonee Valley,Western Metropolitan
Avondale Heights,235 Military Rd,h,S,Barry,28/08/2016,Moonee Valley,Western Metropolitan
Avondale Heights,57 North Rd,h,SP,Moonee,28/08/2016,Moonee Valley,Western Metropolitan
Balaclava,18 Linton St,h,S,Gary,3/09/2016,Port Phillip,Southern Metropolitan
Balaclava,7/72 Grosvenor St,u,PI,hockingstuart,3/12/2016,Port Phillip,Southern Metropolitan
Balaclava,3/88 Grosvenor St,u,VB,hockingstuart,7/05/2016,Port Phillip,Southern Metropolitan
Balaclava,1/34 Gourlay St,t,S,Gary,7/11/2016,Port Phillip,Southern Metropolitan
Balaclava,4/9 Gourlay St,u,S,Buxton,15/10/2016,Port Phillip,Southern Metropolitan
Balaclava,1/22 Sycamore Gr,u,S,Gary,15/10/2016,Port Phillip,Southern Metropolitan
Balaclava,6/23 Gourlay St,u,SP,Buxton,17/09/2016,Port Phillip,Southern Metropolitan
Balaclava,6 Blenheim St,h,S,McGrath,18/06/2016,Port Phillip,Southern Metropolitan
Balaclava,3/20 Orange Gr,u,S,Chisholm,18/06/2016,Port Phillip,Southern Metropolitan
Balaclava,2/360 Carlisle St,u,S,Gary,19/11/2016,Port Phillip,Southern Metropolitan
Balaclava,2/19 Camden St,u,S,hockingstuart,22/05/2016,Port Phillip,Southern Metropolitan
Balaclava,1/17 Albion St,h,S,Buxton,25/02/2017,Port Phillip,Southern Metropolitan
Balaclava,10 Grosvenor St,h,S,McGrath,25/02/2017,Port Phillip,Southern Metropolitan
Balaclava,3/33 Gourlay St,u,VB,McGrath,27/06/2016,Port Phillip,Southern Metropolitan
Balaclava,41 Marlborough St,h,S,Buxton,27/06/2016,Port Phillip,Southern Metropolitan
Balaclava,15/36 Brighton Rd,u,SP,Biggin,27/11/2016,Port Phillip,Southern Metropolitan
Balaclava,5/11 Albion St,u,PI,hockingstuart,28/08/2016,Port Phillip,Southern Metropolitan
Balwyn,166 Gordon St,h,S,Marshall,3/09/2016,Boroondara,Southern Metropolitan
Balwyn,36 Narrak Rd,h,VB,Marshall,3/09/2016,Boroondara,Southern Metropolitan
Balwyn,2/16 Westminster St,t,S,Noel,3/09/2016,Boroondara,Southern Metropolitan
Balwyn,2/74 Balwyn Rd,u,SA,Philip,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,112 Belmore Rd,h,PI,RT,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,27 Bevan St,h,VB,RW,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,129 Gordon St,h,S,North,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,4 Melba Ct,h,PI,hockingstuart,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,5/14 Parring Rd,u,S,Noel,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,349 Union Rd,h,VB,Jellis,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,3/10 Westminster St,h,S,Jellis,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,22 Yongala St,h,PI,Noel,3/12/2016,Boroondara,Southern Metropolitan
Balwyn,3/30 Cremorne St,u,S,Jellis,4/03/2017,Boroondara,Southern Metropolitan
Balwyn,9/5 Boston Rd,h,S,Nelson,4/06/2016,Boroondara,Southern Metropolitan
Balwyn,17 Gordon St,h,S,Marshall,4/06/2016,Boroondara,Southern Metropolitan
Balwyn,40 Metung St,h,VB,Marshall,4/06/2016,Boroondara,Southern Metropolitan
Balwyn,4/30 Weir St,u,S,Marshall,4/06/2016,Boroondara,Southern Metropolitan
Balwyn,1/37 Yongala St,h,PI,Noel,4/06/2016,Boroondara,Southern Metropolitan
Balwyn,142 Balwyn Rd,h,VB,Fletchers,6/08/2016,Boroondara,Southern Metropolitan
Balwyn,9/11 Parring Rd,u,S,Noel,6/08/2016,Boroondara,Southern Metropolitan
Balwyn,4/3 King St,h,VB,Marshall,7/05/2016,Boroondara,Southern Metropolitan
Balwyn,27 Nungerner St,h,PI,Jellis,7/05/2016,Boroondara,Southern Metropolitan
Balwyn,3/18 Weir St,h,S,Marshall,7/05/2016,Boroondara,Southern Metropolitan
Balwyn,3 Westminster St,h,SP,Jellis,7/05/2016,Boroondara,Southern Metropolitan
Balwyn,13 Naroo St,h,PI,Jellis,8/10/2016,Boroondara,Southern Metropolitan
Balwyn,101/201 Whitehorse Rd,u,S,Fletchers,8/10/2016,Boroondara,Southern Metropolitan
Balwyn,1/252 Union Rd,u,S,hockingstuart,10/09/2016,Boroondara,Southern Metropolitan
Balwyn,9/204 Whitehorse Rd,h,VB,Jellis,10/09/2016,Boroondara,Southern Metropolitan
Balwyn,1/18 Belmore Rd,h,S,Kay,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,316 Belmore Rd,h,PI,Ascend,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,11/22 Brenbeal St,t,S,Christopher,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,18 Fitzgerald St,h,S,Kay,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,3/3 Iramoo St,t,S,Jellis,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,18 Metung St,h,SP,Marshall,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,25 Percy St,h,S,Marshall,10/12/2016,Boroondara,Southern Metropolitan
Balwyn,2/8 Evelina St,t,PI,Noel,12/11/2016,Boroondara,Southern Metropolitan
Balwyn,5 Millah Rd,h,S,Fletchers,12/11/2016,Boroondara,Southern Metropolitan
Balwyn,6/10 Brenbeal St,u,PI,Jellis,13/08/2016,Boroondara,Southern Metropolitan
Balwyn,4/4 Raynes St,t,VB,Noel,13/08/2016,Boroondara,Southern Metropolitan
Balwyn,1 Weston St,h,S,Marshall,14/05/2016,Boroondara,Southern Metropolitan
Balwyn,38 Frederick St,h,S,RT,15/10/2016,Boroondara,Southern Metropolitan
Balwyn,7 Power St,h,S,Marshall,16/04/2016,Boroondara,Southern Metropolitan
Balwyn,6/29 Weir St,u,VB,Jellis,16/04/2016,Boroondara,Southern Metropolitan
Balwyn,150 Balwyn Rd,h,SA,Jellis,16/07/2016,Boroondara,Southern Metropolitan
Balwyn,3/94 Balwyn Rd,u,S,Fletchers,16/07/2016,Boroondara,Southern Metropolitan
Balwyn,1/7 Boston Rd,h,VB,Marshall,16/07/2016,Boroondara,Southern Metropolitan
Balwyn,1/32 Yerrin St,t,S,Noel,16/07/2016,Boroondara,Southern Metropolitan
Balwyn,53 Metung St,h,S,Jellis,17/09/2016,Boroondara,Southern Metropolitan
Balwyn,87 Yerrin St,h,S,Jellis,17/09/2016,Boroondara,Southern Metropolitan
Balwyn,5/95 Balwyn Rd,u,PI,Marshall,18/03/2017,Boroondara,Southern Metropolitan
